Name,Summary,Description,Price tax included,"Image URLs (x, y, z...)",ID,Category,URL rewritten,Quantity,Tax rule
Opiekun osób starszych i niepełnosprawnych z podstawami neuropsychologii kurs online,Szkolenie dostarcza wiedzy związanej z opieką nad osobami starszymi i/lub niepełnosprawnymi.,"<p>Cel szkolenia:  jest zdobycie wiedzy dotyczącej opieki nad osobą starszą i niepełnosprawną. Uczestnik zdobędzie wiedzę oraz umiejętności związane z pracą opiekuna. Zapozna się również z psychologią opieki. Nabędzie umiejętność posługiwania się narzędziem diagnostycznym związanym z badaniem demencji.</p>
<p>Dodatkowe informacje: W przypadku zawodu opiekuna (opiekunki) osób starszych, wymagane kwalifikacje do wykonywania zawodu uzależnione są od pracodawcy i bywają bardzo zróżnicowane.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",229.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Opiekun-osób-starszych-i-niepełnosprawnych.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Opiekun-starszych-program.jpg",157,Bez kategorii,157-Opiekun-osób-starszych-i-niepełnosprawnych-z-podstawami-neuropsychologii-kurs-online,999,1
Opiekun w żłobku i klubie dziecięcym z elementami treningu zastępowania agresji kurs online,Szkolenie dostarcza podstaw psychologii wychowania oraz rozwoju w pracy z dziećmi do lat 0-3. Nie nadaje uprawnień opiekuna w żłobku!,"<p>Cel szkolenia:   Celem szkolenia jest zdobycie podstawowej wiedzy dotyczącej podstaw psychologii wychowania oraz rozwoju. Uczestnik szkolenia zdobędzie wiedzę z zakresu metodyki pracy opiekuńczo-wychowawczej w pracy opiekuna. Tematyka szkolenia uzupełniona jest o elementy treningu zastępowania agresji u dzieci i młodzieży.</p>
<p>Dodatkowe informacje: Szkolenie ma charakter doszkalający.  Pełne szkolenie nadające uprawnienia opiekuna w żłobku – omawia ustawa z dnia 4 lutego 2011 r o opiece nad dziećmi w wieku do lat 3 oraz rozporządzenie ministra Pracy i Polityki Społecznej z dnia 25 marca 2011 r. w sprawie zakresów programów szkoleń dla opiekuna w żłobku lub klubie dziecięcym.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",299.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Opiekun-w-żłobku-i-klubie-dziecięcym.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Opiekun-zlobek-program.png",158,Zawodowe,158-Opiekun-w-żłobku-i-klubie-dziecięcym-z-elementami-treningu-zastępowania-agresji-kurs-online,999,1
Pomoc dentystyczna z elementami promocji zdrowia,"Kurs skierowany jest do osób, które swoja karierę zawodową wiążą z branżą stomatologiczną.","<p>Cel szkolenia:   Kurs skierowany jest do osób, które swoja karierę zawodową wiążą z branżą stomatologiczną. Chcą pracować jako pomoc stomatologa w gabinecie dentystycznym. Uczestnik  kursu zyskuje wiedzę z zakresu pracy w gabinecie stomatologicznym.  Tematyka szkolenia obejmuje również zagadnienia związane z profesjonalną obsługą pacjenta oraz promocją zdrowia.</p>
<p>Dodatkowe informacje: osoba pracująca na stanowisku pomocy dentystycznej powinna posiadać min. średnie wykształcenie oraz przeszkolenie zawodowe.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",349.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Pomoc-dentystyczna-z-promocją-zdrowia.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Pomoc-dentystyczna-program.png",159,Zawodowe,159-Pomoc-dentystyczna-z-elementami-promocji-zdrowia,999,1
"Pracownik administracyjno-biurowy z podstawami obsługi programów użytkowych Microsoft Word, Microsoft Excel kurs online",Uczestnik szkolenia pozna podstawy pracy administracyjno-biurowej.,"<p>Cel szkolenia:   Uczestnik szkolenia pozna podstawy pracy administracyjno-biurowej, m.in. zadania i obowiązki pracownika administracyjno-biurowego, obieg dokumentów w biurze i przebieg archiwizacji dokumentów w firmie. Pozna zasady prowadzenia teczek pracowniczych i etykiety rozmowy telefonicznej. Uczestnik zapozna się także z podstawowymi zasadami redagowania pism biurowych i procesowych. Kolejno uczestnik pozna elementy podstaw zarządzania dokumentacją, system kancelaryjny, klasyfikowanie informacji, klauzule tajności i okres ochronny. Szkolenie wzbogacone zostało o dodatkowe moduły obsługi programów użytkowych Microsoft Word i Microsoft Excel.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",269.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Pracownik-administracyjno-biurowy.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Pracownik-biurowy-program.jpg",160,Zawodowe,"160-Pracownik-administracyjno-biurowy-z-podstawami-obsługi-programów-użytkowych-Microsoft-Word,-Microsoft-Excel-kurs-online",999,1
Profesjonalna opiekunka dziecięca z podstawami oligofrenopedagogiki i pierwszej pomocy kurs online,Szkolenie ma dostarczyć wiedzy związanej z opieką nad dzieckiem.,"<p>Cel szkolenia:   poznanie podstaw opieki nad dzieckiem, zaleceń dietetycznych dla dzieci, pedagogiki czasu wolnego, gier i zabaw z metodyką oraz podstaw pedagogiki kultury z metodyką. Szkolenie zawiera moduł poświęcony zagadnieniu pierwszej pomocy przedmedycznej, a także wiedzę z zakresu podstaw oligofrenopedagogiki.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Szkolenie daje podstawy i przygotowuje do pełnienia roli opiekunki dziecięcej podejmującej się opieki prywatnie – w warunkach domowych.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",249.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Opiekunka-dziecięca-z-oligofrenopedagogiką.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Opiekunka-dziecieca-program.jpg",161,Zawodowe,161-Profesjonalna-opiekunka-dziecięca-z-podstawami-oligofrenopedagogiki-i-pierwszej-pomocy-kurs-online,999,1
"Profesjonalny opiekun osób starszych i niepełnosprawnych z zasadami prawidłowego żywienia, zabiegów pielęgnacyjnych i higienicznych oraz pierwszej pomocy kurs online","Zdobycie wiedzy dotyczącej podstaw psychologii opieki nad osobą starszą i niepełnosprawną. Uczestnik zdobył wiedzę oraz umiejętności związane z pracą opiekuna, pielęgnacją i zabiegami higienicznymi osób starszych i niepełnosprawnych.","<p>Cel szkolenia:  było zdobycie wiedzy dotyczącej podstaw psychologii opieki nad osobą starszą i niepełnosprawną. Uczestnik zdobył wiedzę oraz umiejętności związane z pracą opiekuna, pielęgnacją i zabiegami higienicznymi osób starszych i niepełnosprawnych. Nabył umiejętności związane z żywieniem i dietą osoby starszej i niepełnosprawnej. Szkolenie zawierało także podstawy pierwszej pomocy przedmedycznej w opiece nad osobą starszą i niepełnosprawną.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",399.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Profesjonalny-opiekun-osób-starszych.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/opiekun-profesjonalny.jpg",162,Zawodowe,"162-Profesjonalny-opiekun-osób-starszych-i-niepełnosprawnych-z-zasadami-prawidłowego-żywienia,-zabiegów-pielęgnacyjnych-i-hi",999,1
Promotor zdrowia z elementami psychologii emocji kurs online,"Szkolenie ma za zadanie omówienie koncepcji zdrowia oraz profilaktyki zachowań, które zagrażają zdrowiu.","<p>Cel szkolenia: Celem szkolenia jest zdobycie wiedzy z zakresu koncepcji zdrowia, profilaktyki zachowań zagrażających zdrowiu. Uczestnik zdobędzie również podstawową wiedzę z zakresu psychoterapii oraz terapii poznawczo-behawioralnej do wykorzystania w praktyce promotora zdrowia. Tematyka szkolenia obejmuje również elementy psychologii emocji.</p>
<p>Dodatkowe informacje: Przed osobami zainteresowanymi podjęciem zatrudnienia w charakterze promotora zdrowia nie stawia się zwykle sztywnych, formalnych wymogów, związanych z posiadanym przez nie wykształceniem, jednak preferowani są kandydaci legitymujący się wykształceniem średnim.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",199.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Promotor-zdrowia-z-psychologią-emocji.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/plan-coach-724x1024-1.jpg",163,Zawodowe,163-Promotor-zdrowia-z-elementami-psychologii-emocji-kurs-online,999,1
Przedstawiciel handlowy z elementami coachingu kurs online,Nasz kurs jest adresowany do osób poszukujących pracy w charakterze handlowca. ,"<p>Cel szkolenia:   zdobycie wiedzy oraz umiejętności przygotowujących do wykonywania zadań Przedstawiciela handlowego. Tematyka szkolenia obejmuje m.in informacji dot.: sposobów dotarcia do klienta i skutecznej bezpośredniej rozmowy, zastosowywania metody komunikacji pozytywnej oraz jej nieoceniającego stylu, reguł pozytywnego nastawienia i przyswajania nawyków skutecznego szefa sprzedaży, rozpoznawania motywów klienta oraz skutecznych techniki zamykania i kończenia sprzedaży. Tematyka szkolenia uzupełniona jest o coaching – który jest skutecznym narzędziem w pracy handlowca.</p>
<p>Dodatkowe informacje:Nasz kurs jest adresowany do osób poszukujących pracy w charakterze handlowca.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",229.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Przedstawiciel-handlowy-z-coachingiem.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/handlowiec-program.png",164,Zawodowe,164-Przedstawiciel-handlowy-z-elementami-coachingu-kurs-online,999,1
Rejestratorka medyczna kurs online,Szkolenie ma na celu przybliżenie pracy rejestratorki medycznej. Główny nacisk jest ukierunkowany na zdobycie umiejętności związanej z prowadzeniem dokumentacji medycznej.,"<p>Cel szkolenia: Celem szkolenia jest zdobycie wiedzy dotyczącej obsługi pacjenta w placówkach medycznych. Uczestnik zdobędzie wiedzę i umiejętności związane z: prowadzeniem, udostępnianiem oraz przechowywaniem dokumentacji medycznej. Nabędzie umiejętności związane z zasadami rejestracji medycznej. Tematyka obejmuje również elementy z zakresu promocji oraz edukacji zdrowotnej.</p>
<p>Dodatkowe informacje: W zawodzie rejestratorki medycznej wskazane jest wykształcenie średnie ogólnokształcące.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",229.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Rejestratorka-medyczna.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/plan-rejestratorka-724x1024-1.jpg",165,Bez kategorii,165-Rejestratorka-medyczna-kurs-online,999,1
"Sekretarka rejestratorka medyczna z obsługą programów użytkowych Microsoft Word, Excel kurs online",Zdobycie wiedzy dotyczącej obsługi pacjenta w placówkach medycznych. ,"<p>Cel szkolenia:  jest zdobycie wiedzy dotyczącej obsługi pacjenta w placówkach medycznych. Uczestnik zdobędzie wiedzę i umiejętności związane z: prowadzeniem, udostępnianiem oraz przechowywaniem dokumentacji medycznej. Nabędzie umiejętności związane z zasadami rejestracji medycznej. Tematyka obejmuje również elementy z zakresu promocji oraz edukacji zdrowotnej. Uczestnik szkolenia zdobędzie umiejętności posługiwania się programami użytkowymi Microsoft Word i Excel w pracy biurowej.</p>
<p>Dodatkowe informacje: W zawodzie rejestratorki medycznej wskazane jest wykształcenie średnie ogólnokształcące.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",279.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Sekretarka-rejestratorka-medyczna.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/sekretarka-program.png",166,Bez kategorii,"166-Sekretarka-rejestratorka-medyczna-z-obsługą-programów-użytkowych-Microsoft-Word,-Excel-kurs-online",999,1
Specjalista ds. marketingu i reklamy z elementami social media,Przedstawienie podstawowej wiedzy z zakresu podstaw marketingu i reklamy.,"<p>Cel szkolenia:   Przedstawienie podstawowej wiedzy z zakresu podstaw marketingu i reklamy. W szkoleniu omówiono zasady promocji, pojęcie marki osobistej, public relations, reklamy oraz kampanii reklamowych. Szkolenie zawiera również informacje z zakresu podstaw social media, marketingu w mediach społecznościowych, ze szczególnym uwzględnieniem mediów społecznościowych takich jak: Facebook, Instagram, Twitter, Pinterest.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",299.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/10/Specjalista-ds.-marketingu-i-reklamy-.png,https://www.kursyzdalne.com/wp-content/uploads/2020/10/Marketing-program-724x1024-1.png",167,Zawodowe,167-Specjalista-ds.-marketingu-i-reklamy-z-elementami-social-media,999,1
Specjalista ds. rekrutacji z elementami doradztwa edukacyjno-zawodowego kurs online,Zdobycie wiedzy w zakresie rekrutacji pracowników.,"<p>Cel szkolenia:   jest zdobycie wiedzy w zakresie rekrutacji pracowników. Uczestnik szkolenia pozna strategie i metody selekcyjne w procesie rekrutacji pracowników. Szkolenie uzupełnione jest o elementy doradztwa edukacyjno-zawodowego.</p>
<p>Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",249.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Specjalista-ds.-rekrutacji-z-doradztwem.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Rekrutacja-program.png",168,Zawodowe,168-Specjalista-ds.-rekrutacji-z-elementami-doradztwa-edukacyjno-zawodowego-kurs-online,999,1
Specjalista ds. szkoleń i rozwoju pracowników z elementami coachingu kurs online,"Zdobycie wiedzy dotyczącej nauczania. Uczestnik zdobędzie wiedzę oraz umiejętności związane z formułowaniem celów kształcenia. Zdobędzie wiedzę o zasadach, metodach i modelach nauczania. ","<p>Cel szkolenia:    jest zdobycie wiedzy dotyczącej nauczania. Uczestnik zdobędzie wiedzę oraz umiejętności związane z formułowaniem celów kształcenia. Zdobędzie wiedzę o zasadach, metodach i modelach nauczania. Nabędzie umiejętności związane z zasadami prawidłowego doboru treści kształcenia. Nabędzie umiejętności związane z zasadami przygotowania profesjonalnej prezentacji jak również zdobędzie podstawowy warsztat trenera-szkoleniowca. Szkolenie uzupełnione jest o  narzędzia i techniki oraz umiejętności coachingowe, które można zastosować w procesie rozwoju pracowników.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",279.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Specjalista-ds.-szkoleń-i-rozwoju-pracowników.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Specjalista-rozwoju.png",169,Zawodowe,169-Specjalista-ds.-szkoleń-i-rozwoju-pracowników-z-elementami-coachingu-kurs-online,999,1
Trener kompetencji miękkich z elementami terapii skoncentrowanej na rozwiązaniach kurs online," Przedstawienie podstawowej wiedzy z zakresu kompetencji miękkich, a także diagnozy kompetencji wraz z ćwiczeniami wspomagającymi ich rozwój.","<p>Cel szkolenia: Przedstawienie podstawowej wiedzy z zakresu kompetencji miękkich, a także diagnozy kompetencji wraz z ćwiczeniami wspomagającymi ich rozwój. W szkoleniu zawarto wiedzę z podstaw terapii skoncentrowanej na rozwiązaniach. Szkolenie wzbogacono materiałem z zakresu pracy trenera szkoleniowca w nauczaniu osób dorosłych.</p>
<p>Dodatkowe informacje: Szkolenie o charakterze doskonalącym.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",329.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/10/Trener-kompetencji-miękkich-.png,https://www.kursyzdalne.com/wp-content/uploads/2020/10/Trener-biznesu-program-724x1024-1.png",170,Zawodowe,170-Trener-kompetencji-miękkich-z-elementami-terapii-skoncentrowanej-na-rozwiązaniach-kurs-online,999,1
"Trener osobisty: coach, mentor, tutor z elementami interwencji kryzysowej kurs online","Przekazanie podstawowej wiedzy dotyczącej metodyki nauczania i uczenia się osób dorosłych wraz z nowoczesnymi metodami pracy takimi jak: coaching, mentoring i tutoring. ","<p>Cel szkolenia:   przekazanie podstawowej wiedzy dotyczącej metodyki nauczania i uczenia się osób dorosłych wraz z nowoczesnymi metodami pracy takimi jak: coaching, mentoring i tutoring. Szkolenie wzbogacone zostało o elementy podstaw powstawania kryzysów, a także zadania interwencji kryzysowej oraz opis procedur postępowania w sytuacjach kryzysowych.</p>
<p>Dodatkowe informacje: Trener osobisty (coach, mentor, tutor) Kod: 235920 Synteza: Pomaga klientowi dokonywać zmiany w rozwoju osobistym i zawodowym oraz realizacji wyznaczonych celów; wspiera proces zmiany we wszystkich obszarach życia: odkrywa niewykorzystany potencjał człowieka w sesjach indywidualnych i zbiorowych; wzbudza motywację do działania; wspólnie z klientem znajduje skuteczne rozwiązania.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",279.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Trener-osobisty_-coach-tutor-mentor-z-interwencją.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Trener-osobisty-program.jpg",171,Zawodowe,"171-Trener-osobisty:-coach,-mentor,-tutor-z-elementami-interwencji-kryzysowej-kurs-online",999,1
Trener pracy osób niepełnosprawnych intelektualnie z elementami doradztwa edukacyjno-zawodowego kurs online,Szkolenie dostarcza podstawowej wiedzy dotyczącej metodyki nauczania i uczenia się osób dorosłych – w tym osób niepełnosprawnych intelektualnie.,"<p>Cel szkolenia:   zdobycie podstawowej wiedzy dotyczącej metodyki nauczania i uczenia się osób dorosłych. Poznanie charakterystyki istoty psychologii pracy, a także jej przedmiotu, celu i zadań. Szkolenie zawiera elementy dotyczące doradztwa zawodowego wraz z warsztatem pracy doradcy zawodowego. Szkolenie zawiera także podstawy oligofrenopedagogiki.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",249.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Trener-pracy-niepełnosprawnych-intelektualnie.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Trener-pracy-on-program.jpg",172,Zawodowe,172-Trener-pracy-osób-niepełnosprawnych-intelektualnie-z-elementami-doradztwa-edukacyjno-zawodowego-kurs-online,999,1
